query @ al_title @ al_accession @ evalue
TRINITY_DN37510_c4_g4_i1 @ gi|213513639|ref|NM_001140235.1| Salmo salar erythropoietin receptor (epor), mRNA >gi|209155021|gb|BT045481.1| Salmo salar clone ssal-rgf-522-277 Erythropoietin receptor precursor putative mRNA, complete cds @ NM_001140235 @ 0.0
TRINITY_DN37510_c4_g4_i1 @ gi|929323601|ref|XR_001326761.1| PREDICTED: Salmo salar erythropoietin receptor-like (LOC106596776), misc_RNA @ XR_001326761 @ 0.0
TRINITY_DN37510_c4_g4_i1 @ gi|929077313|ref|XM_014193528.1| PREDICTED: Salmo salar erythropoietin receptor-like (LOC106601362), mRNA @ XM_014193528 @ 0.0
TRINITY_DN37510_c4_g4_i1 @ gi|224613379|gb|BT072394.1| Salmo salar clone ssal-rgf-523-297 Erythropoietin receptor precursor putative mRNA, partial cds @ BT072394 @ 0.0
TRINITY_DN37510_c4_g4_i1 @ gi|223647625|gb|BT058858.1| Salmo salar clone ssal-rgf-508-062 Erythropoietin receptor precursor putative mRNA, complete cds @ BT058858 @ 0.0
TRINITY_DN37510_c4_g4_i1 @ gi|1211252841|ref|XM_021625039.1| PREDICTED: Oncorhynchus mykiss erythropoietin receptor-like (LOC110538308), mRNA @ XM_021625039 @ 0.0
TRINITY_DN37510_c4_g4_i1 @ gi|1696204461|ref|XM_029764298.1| PREDICTED: Salmo trutta erythropoietin receptor-like (LOC115201064), mRNA @ XM_029764298 @ 0.0
TRINITY_DN37510_c4_g4_i1 @ gi|1367466131|ref|XM_024433449.1| PREDICTED: Oncorhynchus tshawytscha erythropoietin receptor-like (LOC112258832), mRNA @ XM_024433449 @ 0.0
TRINITY_DN37510_c4_g4_i1 @ gi|1158844292|ref|XM_020475329.1| PREDICTED: Oncorhynchus kisutch erythropoietin receptor-like (LOC109883307), transcript variant X2, mRNA @ XM_020475329 @ 0.0
TRINITY_DN37510_c4_g4_i1 @ gi|1211258646|ref|XM_021558109.1| PREDICTED: Oncorhynchus mykiss erythropoietin receptor-like (LOC110486479), mRNA @ XM_021558109 @ 0.0
TRINITY_DN37510_c4_g4_i1 @ gi|1158844290|ref|XM_020475328.1| PREDICTED: Oncorhynchus kisutch erythropoietin receptor-like (LOC109883307), transcript variant X1, mRNA @ XM_020475328 @ 0.0
TRINITY_DN37510_c4_g4_i1 @ gi|1367490987|ref|XM_024373182.1| PREDICTED: Oncorhynchus tshawytscha uncharacterized LOC112214445 (LOC112214445), mRNA @ XM_024373182 @ 0.0
TRINITY_DN37510_c4_g4_i1 @ gi|1211258648|ref|XM_021558110.1| PREDICTED: Oncorhynchus mykiss uncharacterized LOC110486480 (LOC110486480), mRNA @ XM_021558110 @ 0.0
TRINITY_DN37510_c4_g4_i1 @ gi|1158889547|ref|XM_020493677.1| PREDICTED: Oncorhynchus kisutch erythropoietin receptor-like (LOC109898638), mRNA @ XM_020493677 @ 0.0
TRINITY_DN37510_c4_g4_i1 @ gi|1695932274|ref|XM_029636319.1| PREDICTED: Oncorhynchus nerka erythropoietin receptor-like (LOC115110559), mRNA @ XM_029636319 @ 1.64897e-89
TRINITY_DN37510_c4_g4_i1 @ gi|1696148066|ref|XM_029726825.1| PREDICTED: Salmo trutta ATPase SWSAP1-like (LOC115170565), transcript variant X1, mRNA @ XM_029726825 @ 1.65335e-32
TRINITY_DN37510_c4_g4_i1 @ gi|929111487|ref|XM_014211586.1| PREDICTED: Salmo salar NHS-like protein 1 (LOC106611408), transcript variant X2, mRNA @ XM_014211586 @ 2.29819e-24
TRINITY_DN37510_c4_g4_i1 @ gi|929111485|ref|XM_014211585.1| PREDICTED: Salmo salar NHS-like protein 1 (LOC106611408), transcript variant X1, mRNA @ XM_014211585 @ 2.29819e-24
TRINITY_DN36540_c1_g1_i1 @ gi|929305594|ref|XM_014174849.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X6, mRNA @ XM_014174849 @ 0.0
TRINITY_DN36540_c1_g1_i1 @ gi|929305594|ref|XM_014174849.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X6, mRNA @ XM_014174849 @ 2.45595e-11
TRINITY_DN36540_c1_g1_i1 @ gi|929305594|ref|XM_014174849.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X6, mRNA @ XM_014174849 @ 6.59024e-06
TRINITY_DN36540_c1_g1_i1 @ gi|929305594|ref|XM_014174849.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X6, mRNA @ XM_014174849 @ 8.02855e-05
TRINITY_DN36540_c1_g1_i1 @ gi|929305594|ref|XM_014174849.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X6, mRNA @ XM_014174849 @ 1.76841
TRINITY_DN36540_c1_g1_i1 @ gi|929305592|ref|XM_014174848.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X5, mRNA @ XM_014174848 @ 0.0
TRINITY_DN36540_c1_g1_i1 @ gi|929305592|ref|XM_014174848.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X5, mRNA @ XM_014174848 @ 2.45595e-11
TRINITY_DN36540_c1_g1_i1 @ gi|929305592|ref|XM_014174848.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X5, mRNA @ XM_014174848 @ 6.59024e-06
TRINITY_DN36540_c1_g1_i1 @ gi|929305592|ref|XM_014174848.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X5, mRNA @ XM_014174848 @ 8.02855e-05
TRINITY_DN36540_c1_g1_i1 @ gi|929305592|ref|XM_014174848.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X5, mRNA @ XM_014174848 @ 1.76841
TRINITY_DN36540_c1_g1_i1 @ gi|929305590|ref|XM_014174847.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X4, mRNA @ XM_014174847 @ 0.0
TRINITY_DN36540_c1_g1_i1 @ gi|929305590|ref|XM_014174847.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X4, mRNA @ XM_014174847 @ 2.45595e-11
TRINITY_DN36540_c1_g1_i1 @ gi|929305590|ref|XM_014174847.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X4, mRNA @ XM_014174847 @ 6.59024e-06
TRINITY_DN36540_c1_g1_i1 @ gi|929305590|ref|XM_014174847.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X4, mRNA @ XM_014174847 @ 8.02855e-05
TRINITY_DN36540_c1_g1_i1 @ gi|929305590|ref|XM_014174847.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X4, mRNA @ XM_014174847 @ 1.76841
TRINITY_DN36540_c1_g1_i1 @ gi|929305588|ref|XM_014174846.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X3, mRNA @ XM_014174846 @ 0.0
TRINITY_DN36540_c1_g1_i1 @ gi|929305588|ref|XM_014174846.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X3, mRNA @ XM_014174846 @ 2.45595e-11
TRINITY_DN36540_c1_g1_i1 @ gi|929305588|ref|XM_014174846.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X3, mRNA @ XM_014174846 @ 6.59024e-06
TRINITY_DN36540_c1_g1_i1 @ gi|929305588|ref|XM_014174846.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X3, mRNA @ XM_014174846 @ 8.02855e-05
TRINITY_DN36540_c1_g1_i1 @ gi|929305588|ref|XM_014174846.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X3, mRNA @ XM_014174846 @ 1.76841
TRINITY_DN36540_c1_g1_i1 @ gi|929305586|ref|XM_014174845.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X2, mRNA @ XM_014174845 @ 0.0
TRINITY_DN36540_c1_g1_i1 @ gi|929305586|ref|XM_014174845.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X2, mRNA @ XM_014174845 @ 2.45595e-11
TRINITY_DN36540_c1_g1_i1 @ gi|929305586|ref|XM_014174845.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X2, mRNA @ XM_014174845 @ 6.59024e-06
TRINITY_DN36540_c1_g1_i1 @ gi|929305586|ref|XM_014174845.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X2, mRNA @ XM_014174845 @ 8.02855e-05
TRINITY_DN36540_c1_g1_i1 @ gi|929305586|ref|XM_014174845.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X2, mRNA @ XM_014174845 @ 1.76841
TRINITY_DN36540_c1_g1_i1 @ gi|929305584|ref|XM_014174844.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X1, mRNA @ XM_014174844 @ 0.0
TRINITY_DN36540_c1_g1_i1 @ gi|929305584|ref|XM_014174844.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X1, mRNA @ XM_014174844 @ 2.45595e-11
TRINITY_DN36540_c1_g1_i1 @ gi|929305584|ref|XM_014174844.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X1, mRNA @ XM_014174844 @ 6.59024e-06
TRINITY_DN36540_c1_g1_i1 @ gi|929305584|ref|XM_014174844.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X1, mRNA @ XM_014174844 @ 8.02855e-05
TRINITY_DN36540_c1_g1_i1 @ gi|929305584|ref|XM_014174844.1| PREDICTED: Salmo salar dematin actin binding protein (dmtn), transcript variant X1, mRNA @ XM_014174844 @ 1.76841
TRINITY_DN36540_c1_g1_i1 @ gi|1696071817|ref|XM_029722296.1| PREDICTED: Salmo trutta dematin actin binding protein (dmtn), transcript variant X4, mRNA @ XM_029722296 @ 0.0
TRINITY_DN36540_c1_g1_i1 @ gi|1696071817|ref|XM_029722296.1| PREDICTED: Salmo trutta dematin actin binding protein (dmtn), transcript variant X4, mRNA @ XM_029722296 @ 2.45595e-11
TRINITY_DN36540_c1_g1_i1 @ gi|1696071817|ref|XM_029722296.1| PREDICTED: Salmo trutta dematin actin binding protein (dmtn), transcript variant X4, mRNA @ XM_029722296 @ 6.59024e-06
TRINITY_DN36540_c1_g1_i1 @ gi|1696071817|ref|XM_029722296.1| PREDICTED: Salmo trutta dematin actin binding protein (dmtn), transcript variant X4, mRNA @ XM_029722296 @ 8.02855e-05
TRINITY_DN36540_c1_g1_i1 @ gi|1696071815|ref|XM_029722295.1| PREDICTED: Salmo trutta dematin actin binding protein (dmtn), transcript variant X3, mRNA @ XM_029722295 @ 0.0
TRINITY_DN36540_c1_g1_i1 @ gi|1696071815|ref|XM_029722295.1| PREDICTED: Salmo trutta dematin actin binding protein (dmtn), transcript variant X3, mRNA @ XM_029722295 @ 2.45595e-11
TRINITY_DN36540_c1_g1_i1 @ gi|1696071815|ref|XM_029722295.1| PREDICTED: Salmo trutta dematin actin binding protein (dmtn), transcript variant X3, mRNA @ XM_029722295 @ 6.59024e-06
TRINITY_DN36540_c1_g1_i1 @ gi|1696071815|ref|XM_029722295.1| PREDICTED: Salmo trutta dematin actin binding protein (dmtn), transcript variant X3, mRNA @ XM_029722295 @ 8.02855e-05
TRINITY_DN36540_c1_g1_i1 @ gi|1696071813|ref|XM_029722294.1| PREDICTED: Salmo trutta dematin actin binding protein (dmtn), transcript variant X2, mRNA @ XM_029722294 @ 0.0
TRINITY_DN36540_c1_g1_i1 @ gi|1696071813|ref|XM_029722294.1| PREDICTED: Salmo trutta dematin actin binding protein (dmtn), transcript variant X2, mRNA @ XM_029722294 @ 2.45595e-11
TRINITY_DN36540_c1_g1_i1 @ gi|1696071813|ref|XM_029722294.1| PREDICTED: Salmo trutta dematin actin binding protein (dmtn), transcript variant X2, mRNA @ XM_029722294 @ 6.59024e-06
TRINITY_DN36540_c1_g1_i1 @ gi|1696071813|ref|XM_029722294.1| PREDICTED: Salmo trutta dematin actin binding protein (dmtn), transcript variant X2, mRNA @ XM_029722294 @ 8.02855e-05
TRINITY_DN36540_c1_g1_i1 @ gi|1696071811|ref|XM_029722293.1| PREDICTED: Salmo trutta dematin actin binding protein (dmtn), transcript variant X1, mRNA @ XM_029722293 @ 0.0
TRINITY_DN36540_c1_g1_i1 @ gi|1696071811|ref|XM_029722293.1| PREDICTED: Salmo trutta dematin actin binding protein (dmtn), transcript variant X1, mRNA @ XM_029722293 @ 2.45595e-11
TRINITY_DN36540_c1_g1_i1 @ gi|1696071811|ref|XM_029722293.1| PREDICTED: Salmo trutta dematin actin binding protein (dmtn), transcript variant X1, mRNA @ XM_029722293 @ 6.59024e-06
TRINITY_DN36540_c1_g1_i1 @ gi|1696071811|ref|XM_029722293.1| PREDICTED: Salmo trutta dematin actin binding protein (dmtn), transcript variant X1, mRNA @ XM_029722293 @ 8.02855e-05
TRINITY_DN36540_c1_g1_i1 @ gi|1343016411|ref|XM_024001872.1| PREDICTED: Salvelinus alpinus dematin (LOC111974218), transcript variant X2, mRNA @ XM_024001872 @ 0.0
TRINITY_DN36540_c1_g1_i1 @ gi|1343016411|ref|XM_024001872.1| PREDICTED: Salvelinus alpinus dematin (LOC111974218), transcript variant X2, mRNA @ XM_024001872 @ 2.45595e-11
TRINITY_DN36540_c1_g1_i1 @ gi|1343016411|ref|XM_024001872.1| PREDICTED: Salvelinus alpinus dematin (LOC111974218), transcript variant X2, mRNA @ XM_024001872 @ 5.40959e-07
TRINITY_DN36540_c1_g1_i1 @ gi|1343016411|ref|XM_024001872.1| PREDICTED: Salvelinus alpinus dematin (LOC111974218), transcript variant X2, mRNA @ XM_024001872 @ 8.02855e-05
TRINITY_DN36540_c1_g1_i1 @ gi|1343016411|ref|XM_024001872.1| PREDICTED: Salvelinus alpinus dematin (LOC111974218), transcript variant X2, mRNA @ XM_024001872 @ 0.506657
TRINITY_DN36540_c1_g1_i1 @ gi|1343016411|ref|XM_024001872.1| PREDICTED: Salvelinus alpinus dematin (LOC111974218), transcript variant X2, mRNA @ XM_024001872 @ 1.76841
TRINITY_DN36540_c1_g1_i1 @ gi|1343016409|ref|XM_024001871.1| PREDICTED: Salvelinus alpinus dematin (LOC111974218), transcript variant X1, mRNA @ XM_024001871 @ 0.0
TRINITY_DN36540_c1_g1_i1 @ gi|1343016409|ref|XM_024001871.1| PREDICTED: Salvelinus alpinus dematin (LOC111974218), transcript variant X1, mRNA @ XM_024001871 @ 2.45595e-11
TRINITY_DN36540_c1_g1_i1 @ gi|1343016409|ref|XM_024001871.1| PREDICTED: Salvelinus alpinus dematin (LOC111974218), transcript variant X1, mRNA @ XM_024001871 @ 5.40959e-07
TRINITY_DN36540_c1_g1_i1 @ gi|1343016409|ref|XM_024001871.1| PREDICTED: Salvelinus alpinus dematin (LOC111974218), transcript variant X1, mRNA @ XM_024001871 @ 8.02855e-05
TRINITY_DN36540_c1_g1_i1 @ gi|1343016409|ref|XM_024001871.1| PREDICTED: Salvelinus alpinus dematin (LOC111974218), transcript variant X1, mRNA @ XM_024001871 @ 0.506657
TRINITY_DN36540_c1_g1_i1 @ gi|1343016409|ref|XM_024001871.1| PREDICTED: Salvelinus alpinus dematin (LOC111974218), transcript variant X1, mRNA @ XM_024001871 @ 1.76841
TRINITY_DN36540_c1_g1_i1 @ gi|1158862157|ref|XM_020476193.1| PREDICTED: Oncorhynchus kisutch dematin actin binding protein (dmtn), transcript variant X6, mRNA @ XM_020476193 @ 0.0
TRINITY_DN36540_c1_g1_i1 @ gi|1158862157|ref|XM_020476193.1| PREDICTED: Oncorhynchus kisutch dematin actin binding protein (dmtn), transcript variant X6, mRNA @ XM_020476193 @ 0.0415889
TRINITY_DN36540_c1_g1_i1 @ gi|1158862157|ref|XM_020476193.1| PREDICTED: Oncorhynchus kisutch dematin actin binding protein (dmtn), transcript variant X6, mRNA @ XM_020476193 @ 0.0415889
TRINITY_DN36540_c1_g1_i1 @ gi|1158862157|ref|XM_020476193.1| PREDICTED: Oncorhynchus kisutch dematin actin binding protein (dmtn), transcript variant X6, mRNA @ XM_020476193 @ 0.14516
TRINITY_DN36540_c1_g1_i1 @ gi|1158862155|ref|XM_020476188.1| PREDICTED: Oncorhynchus kisutch dematin actin binding protein (dmtn), transcript variant X5, mRNA @ XM_020476188 @ 0.0
TRINITY_DN36540_c1_g1_i1 @ gi|1158862155|ref|XM_020476188.1| PREDICTED: Oncorhynchus kisutch dematin actin binding protein (dmtn), transcript variant X5, mRNA @ XM_020476188 @ 0.0415889
TRINITY_DN36540_c1_g1_i1 @ gi|1158862155|ref|XM_020476188.1| PREDICTED: Oncorhynchus kisutch dematin actin binding protein (dmtn), transcript variant X5, mRNA @ XM_020476188 @ 0.0415889
TRINITY_DN36540_c1_g1_i1 @ gi|1158862155|ref|XM_020476188.1| PREDICTED: Oncorhynchus kisutch dematin actin binding protein (dmtn), transcript variant X5, mRNA @ XM_020476188 @ 0.14516
TRINITY_DN36540_c1_g1_i1 @ gi|1158862153|ref|XM_020476183.1| PREDICTED: Oncorhynchus kisutch dematin actin binding protein (dmtn), transcript variant X4, mRNA @ XM_020476183 @ 0.0
TRINITY_DN36540_c1_g1_i1 @ gi|1158862153|ref|XM_020476183.1| PREDICTED: Oncorhynchus kisutch dematin actin binding protein (dmtn), transcript variant X4, mRNA @ XM_020476183 @ 0.0415889
TRINITY_DN36540_c1_g1_i1 @ gi|1158862153|ref|XM_020476183.1| PREDICTED: Oncorhynchus kisutch dematin actin binding protein (dmtn), transcript variant X4, mRNA @ XM_020476183 @ 0.0415889
TRINITY_DN36540_c1_g1_i1 @ gi|1158862153|ref|XM_020476183.1| PREDICTED: Oncorhynchus kisutch dematin actin binding protein (dmtn), transcript variant X4, mRNA @ XM_020476183 @ 0.14516
TRINITY_DN36540_c1_g1_i1 @ gi|1158862151|ref|XM_020476172.1| PREDICTED: Oncorhynchus kisutch dematin actin binding protein (dmtn), transcript variant X3, mRNA @ XM_020476172 @ 0.0
TRINITY_DN36540_c1_g1_i1 @ gi|1158862151|ref|XM_020476172.1| PREDICTED: Oncorhynchus kisutch dematin actin binding protein (dmtn), transcript variant X3, mRNA @ XM_020476172 @ 0.0415889
